蒙太奇君,08月31日 01:55,//weibo.com/6046682731/M3v4YaLJP?refer_flag=1001030103_,#迷惑行为大赏##社会百态#山火已灭，重庆山火救援小伙“龙麻子”心疼地抚摸伤痕累累的“战车”……好消息是他收到车店老板赠送的新车了！！ L蒙太奇君的微博视频 ?,yellow,0,0,1
我是大卜卜牙,08月31日 01:53,//weibo.com/7761894760/M3v3UkkUO?refer_flag=1001030103_,乐启新程！2022#微博音乐盛典#来袭！我推荐蔡徐坤2021个人巡回演唱会，快来跟我一起让更多人听到蔡徐坤2021个人巡回演唱会！微博音乐盛典#蔡徐坤为重庆捐赠救灾物资#cxk#蔡徐坤为重庆山火救援捐款#@蔡徐坤 O2022微博音乐盛典乐启新程 ?,yellow,0,0,0
娱乐探神,08月31日 01:44,//weibo.com/5933338496/M3v0tyY9X?refer_flag=1001030103_,重庆市民建议，将北碚山上当时的山火隔离带，保留并改造成景区，北碚政府表示正在考虑！就算是不能改造成景区，改造成摩托车越野场地，也很有意义啊！ L娱乐探神的微博视频 ?,gold,1,1,9
昆明市总工会,08月31日 01:40,//weibo.com/2875033400/M3uYFeApM?refer_flag=1001030103_,#女孩画画致敬救援重庆山火的逆行者#【#漫画版重庆山火救援感人瞬间#】女孩把重庆山火的感动瞬间画成漫画记录下来，致敬所有的“逆行者”！（新华网）L新华网的微博视频 ???,blue,0,0,0
蔡小葵的鱼干,08月31日 01:36,//weibo.com/7495229524/M3uXd61Jz?refer_flag=1001030103_,#思源驰援重庆山火#涓滴之水成海洋， 我在“思源驰援重庆山火”项目捐款成功！携手@蔡徐坤全球粉丝后援会，凝聚颗颗爱心点燃更多希望。@中华思源工程扶贫基金会 思源驰援重庆山火 ?,yellow,0,0,2
会飞的摄影机,08月31日 01:30,//weibo.com/6063043210/M3uUNmA9M?refer_flag=1001030103_,#正能量#在重庆山火中拼命的山东人：5天瘦了6斤，距火最近时只有300米！！ L会飞的摄影机的微博视频 ?,yellow,0,0,0
Yp的情绪后院,08月31日 01:22,//weibo.com/7717930146/M3uRmBdoF?refer_flag=1001030103_,不要温顺的走进那个良夜#重庆山火##四川疫情##新冠疫情##全球变暖# ?,yellow,0,0,2
瞌络绎,08月31日 01:19,//weibo.com/1671406992/M3uQ82czY?refer_flag=1001030103_,最近因为重庆山火救援，全国人民都感受到了重庆人的热情，但是我还是要提醒大家，并不是所有的重庆人都是好人，来重庆旅游不要相信出租车司机，保安特意推荐的“九宫格火锅”“洞子火锅”。又贵又难吃！他们拉客一桌提成100-150！是骗子！不会做攻略找居民区火锅，就去吃安全的卤校长、楠火锅、朱光玉、归井、响火锅、大龙、王少龙、大虎、渝宗、枇杷山晓宇总店、岗上渣渣、黄姐、愉快、猪脑壳、一一牛杂…这种评分超级多或者开了五年八年以上的！就因为老有人说重庆随便一家居民楼都好吃，所以现在景区的居民区火锅很多都是特意开来割韭菜的了！红汤锅底18.28鸳鸯28.38算正常，超出这个价的赶紧跑！除了海底捞重庆没有58.68的锅底！#他们用微光铸起防火长城##重庆山火# 另外清汤火锅底料推荐毛哥老鸭汤，很美味在?有，红汤很多，一般本地阿姨爱在超市买饭巢名扬，也有?大家看看评价 收起d,yellow,13964,2442,35291
猎奇怪宝宝,08月31日 01:15,//weibo.com/7299396743/M3uOtba5U?refer_flag=1001030103_,8月26日，重庆缙云山。这就是重庆人的素质！山火扑灭后志愿者们自发组织起来清理山上的垃圾，还缙云山一片净土 L军旅菌的微博视频 O网页链接 ?,yellow,0,0,1
ZQ2020_,08月31日 01:03,//weibo.com/5638392310/M3uJH8pi4?refer_flag=1001030103_,视频： 4 ? 重庆 扑灭山火 席卷全球的中国精神的不可思议 中国灵魂震彻西方 ?? ? 20?22#重庆山火##重庆山火2022##重庆##天命中国龙复兴2022# LZQ2020_的微博视频 ?,yellow,0,0,1
